dataset_name,feature_1,feature_2,pearson_correlation,abs_correlation
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_WITH_FEVER_OR_SYMPTOMS_OF_ARI_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_TAKEN_TO_A_HEALTH_FACILITY_OR_HEALTH_PROVIDER_CHILDREN_UNDER_AGE_5_YEARS,0.0326,0.0326
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_AGE_3_YEARS_BREASTFED_WITHIN_ONE_HOUR_OF_BIRTH15,0.2935,0.2935
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_AGE_6_MONTHS_EXCLUSIVELY_BREASTFED16,-0.2401,0.2401
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_6_8_MONTHS_RECEIVING_SOLID_OR_SEMI_SOLID_FOOD_AND_BREASTMILK16,-0.3589,0.3589
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,BREASTFEEDING_CHILDREN_AGE_6_23_MONTHS_RECEIVING_AN_ADEQUATE_DIET16_17,0.1279,0.1279
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,NON_BREASTFEEDING_CHILDREN_AGE_6_23_MONTHS_RECEIVING_AN_ADEQUATE_DIET16_17,-0.3404,0.3404
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,TOTAL_CHILDREN_AGE_6_23_MONTHS_RECEIVING_AN_ADEQUATE_DIET16_17,0.1599,0.1599
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_5_YEARS_WHO_ARE_STUNTED_HEIGHT_FOR_AGE_18,-0.5051,0.5051
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_5_YEARS_WHO_ARE_WASTED_WEIGHT_FOR_HEIGHT_18,-0.2688,0.2688
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_5_YEARS_WHO_ARE_SEVERELY_WASTED_WEIGHT_FOR_HEIGHT_19,-0.1791,0.1791
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_5_YEARS_WHO_ARE_UNDERWEIGHT_WEIGHT_FOR_AGE_18,-0.4358,0.4358
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_UNDER_5_YEARS_WHO_ARE_OVERWEIGHT_WEIGHT_FOR_HEIGHT_20,0.1834,0.1834
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHOSE_BODY_MASS_INDEX_BMI_IS_BELOW_NORMAL_BMI_18_5_KG_M2_21,-0.4791,0.4791
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHOSE_BODY_MASS_INDEX_BMI_IS_BELOW_NORMAL_BMI_18_5_KG_M2,-0.1369,0.1369
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHO_ARE_OVERWEIGHT_OR_OBESE_BMI_25_0_KG_M2_21,0.3759,0.3759
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHO_ARE_OVERWEIGHT_OR_OBESE_BMI_25_0_KG_M2,0.7883,0.7883
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHO_HAVE_HIGH_RISK_WAIST_TO_HIP_RATIO_0_85,0.1737,0.1737
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHO_HAVE_HIGH_RISK_WAIST_TO_HIP_RATIO_0_90,0.5631,0.5631
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_6_59_MONTHS_WHO_ARE_ANAEMIC_11_0_G_DL_22,-0.2507,0.2507
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,NON_PREGNANT_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_12_0_G_DL_22,-0.2637,0.2637
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,PREGNANT_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_11_0_G_DL_22,-0.3032,0.3032
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,ALL_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC22,-0.2633,0.2633
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,ALL_WOMEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC22,-0.146,0.146
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,0.0295,0.0295
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,-0.2671,0.2671
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.0428,0.0428
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.1386,0.1386
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.1682,0.1682
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,-0.0119,0.0119
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.2018,0.2018
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.1506,0.1506
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,0.2554,0.2554
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,0.2055,0.2055
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,0.3836,0.3836
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,0.3332,0.3332
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,0.1838,0.1838
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,0.3558,0.3558
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_SCREENING_TEST_FOR_CERVICAL_CANCER,0.1777,0.1777
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_BREAST_EXAMINATION_FOR_BREAST_CANCER,0.2114,0.2114
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,-0.1025,0.1025
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,-0.3441,0.3441
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,0.6624,0.6624
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,0.6757,0.6757
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,0.7408,0.7408
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,0.6554,0.6554
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_WHO_USUALLY_PARTICIPATE_IN_THREE_HOUSEHOLD_DECISIONS25,0.1925,0.1925
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_WHO_WORKED_IN_THE_LAST_12_MONTHS_AND_WERE_PAID_IN_CASH,0.289,0.289
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_OWNING_A_HOUSE_AND_OR_LAND_ALONE_OR_JOINTLY_WITH_OTHERS,0.17,0.17
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_HAVING_A_BANK_OR_SAVINGS_ACCOUNT_THAT_THEY_THEMSELVES_USE,0.6179,0.6179
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_49_YEARS_HAVING_A_MOBILE_PHONE_THAT_THEY_THEMSELVES_USE,0.8789,0.8789
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_24_YEARS_WHO_USE_HYGIENIC_METHODS_OF_PROTECTION_DURING_THEIR_MENSTRUAL_PERIOD26,0.3924,0.3924
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EVER_EXPERIENCED_SPOUSAL_VIOLENCE27,-0.3284,0.3284
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EXPERIENCED_PHYSICAL_VIOLENCE_DURING_ANY_PREGNANCY,-0.3484,0.3484
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,YOUNG_WOMEN_AGE_18_29_YEARS_WHO_EXPERIENCED_SEXUAL_VIOLENCE_BY_AGE_18,-0.3817,0.3817
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,-0.1083,0.1083
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,-0.276,0.276
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,0.1142,0.1142
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,0.1204,0.1204
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,-0.1257,0.1257
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MEN_AGE_25_29_YEARS_MARRIED_BEFORE_AGE_21_YEARS,-0.3744,0.3744
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,TOTAL_FERTILITY_RATE_NUMBER_OF_CHILDREN_PER_WOMAN,-0.1086,0.1086
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,WOMEN_AGE_15_19_YEARS_WHO_WERE_ALREADY_MOTHERS_OR_PREGNANT_AT_THE_TIME_OF_THE_SURVEY,-0.1276,0.1276
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,ADOLESCENT_FERTILITY_RATE_FOR_WOMEN_AGE_15_19_YEARS5,-0.1646,0.1646
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,NEONATAL_MORTALITY_RATE_PER_1000_LIVE_BIRTHS,-0.2647,0.2647
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,INFANT_MORTALITY_RATE_PER_1000_LIVE_BIRTHS,-0.2694,0.2694
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,UNDER_FIVE_MORTALITY_RATE_PER_1000_LIVE_BIRTHS,-0.2952,0.2952
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_ANY_METHOD6,0.133,0.133
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_ANY_MODERN_METHOD6,0.1152,0.1152
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_FEMALE_STERILIZATION,0.0804,0.0804
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_MALE_STERILIZATION,0.0303,0.0303
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_IUD_PPIUD,-0.0518,0.0518
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_PILL,-0.1083,0.1083
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_CONDOM,0.1951,0.1951
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_INJECTABLES,-0.3352,0.3352
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,TOTAL_UNMET_NEED_FOR_FAMILY_PLANNING_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_7,-0.1003,0.1003
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,UNMET_NEED_FOR_SPACING_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_7,-0.0434,0.0434
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,HEALTH_WORKER_EVER_TALKED_TO_FEMALE_NON_USERS_ABOUT_FAMILY_PLANNING,0.1073,0.1073
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CURRENT_USERS_EVER_TOLD_ABOUT_SIDE_EFFECTS_OF_CURRENT_METHOD_OF_FAMILY_PLANNING8,0.1914,0.1914
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MOTHERS_WHO_HAD_AN_ANTENATAL_CHECK_UP_IN_THE_FIRST_TRIMESTER_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.084,0.084
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MOTHERS_WHO_HAD_AT_LEAST_4_ANTENATAL_CARE_VISITS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.0518,0.0518
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,-0.0928,0.0928
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.1365,0.1365
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_180_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.1084,0.1084
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,REGISTERED_PREGNANCIES_FOR_WHICH_THE_MOTHER_RECEIVED_A_MOTHER_AND_CHILD_PROTECTION_MCP_CARD_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.2758,0.2758
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,MOTHERS_WHO_RECEIVED_POSTNATAL_CARE_FROM_A_DOCTOR_NURSE_LHV_ANM_MIDWIFE_OTHER_HEALTH_PERSONNEL_WITHIN_2_DAYS_OF_DELIVERY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.1834,0.1834
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,AVERAGE_OUT_OF_POCKET_EXPENDITURE_PER_DELIVERY_IN_A_PUBLIC_HEALTH_FACILITY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_RS,0.3825,0.3825
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_BORN_AT_HOME_WHO_WERE_TAKEN_TO_A_HEALTH_FACILITY_FOR_A_CHECK_UP_WITHIN_24_HOURS_OF_BIRTH_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.2215,0.2215
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_WHO_RECEIVED_POSTNATAL_CARE_FROM_A_DOCTOR_NURSE_LHV_ANM_MIDWIFE_OTHER_HEALTH_PERSONNEL_WITHIN_2_DAYS_OF_DELIVERY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.0984,0.0984
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,INSTITUTIONAL_BIRTHS_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.0619,0.0619
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,INSTITUTIONAL_BIRTHS_IN_PUBLIC_FACILITY_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.1765,0.1765
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,HOME_BIRTHS_THAT_WERE_CONDUCTED_BY_SKILLED_HEALTH_PERSONNEL_IN_THE_5_YEARS_BEFORE_THE_SURVEY_10,-0.0392,0.0392
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,BIRTHS_ATTENDED_BY_SKILLED_HEALTH_PERSONNEL_IN_THE_5_YEARS_BEFORE_THE_SURVEY_10,0.0699,0.0699
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,BIRTHS_DELIVERED_BY_CAESAREAN_SECTION_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.0277,0.0277
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,BIRTHS_IN_A_PRIVATE_HEALTH_FACILITY_THAT_WERE_DELIVERED_BY_CAESAREAN_SECTION_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.0623,0.0623
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,BIRTHS_IN_A_PUBLIC_HEALTH_FACILITY_THAT_WERE_DELIVERED_BY_CAESAREAN_SECTION_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.0641,0.0641
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_12_23_MONTHS_FULLY_VACCINATED_BASED_ON_INFORMATION_FROM_EITHER_VACCINATION_CARD_OR_MOTHER_S_RECALL11,0.0152,0.0152
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_12_23_MONTHS_FULLY_VACCINATED_BASED_ON_INFORMATION_FROM_VACCINATION_CARD_ONLY12,0.0557,0.0557
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_BCG,0.0223,0.0223
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_POLIO_VACCINE13,0.0236,0.0236
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_PENTA_OR_DPT_VACCINE,0.019,0.019
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_THE_FIRST_DOSE_OF_MEASLES_CONTAINING_VACCINE_MCV,0.0256,0.0256
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_24_35_MONTHS_WHO_HAVE_RECEIVED_A_SECOND_DOSE_OF_MEASLES_CONTAINING_VACCINE_MCV,0.0743,0.0743
NFHS_5_FACTSHEETS,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_ROTAVIRUS_VACCINE14,-0.0514,0.0514
