A_1_NUMBER_OF_VILLAGES_TOWNS_HOUSEHOLDS_POPULATION_AND_AREA,COLUMN_2,COLUMN_3,COLUMN_4,COLUMN_5,COLUMN_6,COLUMN_7,COLUMN_8,COLUMN_9,COLUMN_10,COLUMN_11,COLUMN_12,COLUMN_13,COLUMN_14,COLUMN_15
,,,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",,,,,,,,,
,,,,,,,,,,,,,,
27.0,503.0,4009.0,SUB-DISTRICT,Amravati,Urban,0.0,0.0,1.0,136796.0,647057.0,329992.0,317065.0,121.65,5319.0053431976985
27.0,503.0,4010.0,SUB-DISTRICT,Bhatkuli,Total,109.0,28.0,0.0,27142.0,113109.0,58015.0,55094.0,581.23,194.60282504344235
27.0,503.0,4010.0,SUB-DISTRICT,Bhatkuli,Rural,109.0,28.0,0.0,27142.0,113109.0,58015.0,55094.0,581.23,194.60282504344235
27.0,503.0,4010.0,SUB-DISTRICT,Bhatkuli,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,503.0,4011.0,SUB-DISTRICT,Daryapur,Total,133.0,17.0,1.0,41867.0,175061.0,89680.0,85381.0,784.01,223.28924375964596
27.0,503.0,4011.0,SUB-DISTRICT,Daryapur,Rural,133.0,17.0,0.0,34242.0,138598.0,71090.0,67508.0,779.87,177.71936348365753
27.0,503.0,4011.0,SUB-DISTRICT,Daryapur,Urban,0.0,0.0,1.0,7625.0,36463.0,18590.0,17873.0,4.14,8807.487922705315
27.0,503.0,4012.0,SUB-DISTRICT,Nandgaon-Khandeshwar,Total,131.0,30.0,0.0,32514.0,129810.0,66661.0,63149.0,786.95,164.95330071796175
27.0,503.0,4012.0,SUB-DISTRICT,Nandgaon-Khandeshwar,Rural,131.0,30.0,0.0,32514.0,129810.0,66661.0,63149.0,786.95,164.95330071796175
27.0,503.0,4012.0,SUB-DISTRICT,Nandgaon-Khandeshwar,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,503.0,4013.0,SUB-DISTRICT,Chandur Railway,Total,78.0,14.0,1.0,23606.0,96907.0,49727.0,47180.0,561.84,172.4814893919977
27.0,503.0,4013.0,SUB-DISTRICT,Chandur Railway,Rural,78.0,14.0,0.0,19269.0,77131.0,39745.0,37386.0,559.3,137.90631146075452
27.0,503.0,4013.0,SUB-DISTRICT,Chandur Railway,Urban,0.0,0.0,1.0,4337.0,19776.0,9982.0,9794.0,2.54,7785.826771653543
27.0,503.0,4014.0,SUB-DISTRICT,Dhamangaon Railway,Total,84.0,28.0,1.0,32773.0,132915.0,68283.0,64632.0,643.49,206.55332639201853
27.0,503.0,4014.0,SUB-DISTRICT,Dhamangaon Railway,Rural,84.0,28.0,0.0,27994.0,111856.0,57670.0,54186.0,640.25,174.70675517376026
27.0,503.0,4014.0,SUB-DISTRICT,Dhamangaon Railway,Urban,0.0,0.0,1.0,4779.0,21059.0,10613.0,10446.0,3.24,6499.691358024691
27.0,504.0,0.0,DISTRICT,Wardha,Total,973.0,403.0,13.0,309846.0,1300774.0,668385.0,632389.0,6309.0,206.17752417181805
27.0,504.0,0.0,DISTRICT,Wardha,Rural,973.0,403.0,0.0,212493.0,877474.0,451874.0,425600.0,6219.99,141.07321715951312
27.0,504.0,0.0,DISTRICT,Wardha,Urban,0.0,0.0,13.0,97353.0,423300.0,216511.0,206789.0,89.01,4755.645433097405
27.0,504.0,4015.0,SUB-DISTRICT,Ashti,Total,84.0,74.0,0.0,18242.0,76276.0,39319.0,36957.0,551.67,138.26381713705658
27.0,504.0,4015.0,SUB-DISTRICT,Ashti,Rural,84.0,74.0,0.0,18242.0,76276.0,39319.0,36957.0,551.67,138.26381713705658
27.0,504.0,4015.0,SUB-DISTRICT,Ashti,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,504.0,4016.0,SUB-DISTRICT,Karanja,Total,95.0,26.0,0.0,21670.0,90462.0,46237.0,44225.0,751.12,120.43614868463096
27.0,504.0,4016.0,SUB-DISTRICT,Karanja,Rural,95.0,26.0,0.0,21670.0,90462.0,46237.0,44225.0,751.12,120.43614868463096
27.0,504.0,4016.0,SUB-DISTRICT,Karanja,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,504.0,4017.0,SUB-DISTRICT,Arvi,Total,146.0,74.0,1.0,34805.0,145981.0,75179.0,70802.0,908.27,160.72423398328692
27.0,504.0,4017.0,SUB-DISTRICT,Arvi,Rural,146.0,74.0,0.0,25255.0,103159.0,53221.0,49938.0,901.49,114.43166313547572
27.0,504.0,4017.0,SUB-DISTRICT,Arvi,Urban,0.0,0.0,1.0,9550.0,42822.0,21958.0,20864.0,6.78,6315.929203539823
27.0,504.0,4018.0,SUB-DISTRICT,Seloo,Total,133.0,37.0,1.0,30827.0,129647.0,66568.0,63079.0,765.13,169.44440813979324
27.0,504.0,4018.0,SUB-DISTRICT,Seloo,Rural,133.0,37.0,0.0,27889.0,116789.0,59970.0,56819.0,758.08,154.0589383706205
27.0,504.0,4018.0,SUB-DISTRICT,Seloo,Urban,0.0,0.0,1.0,2938.0,12858.0,6598.0,6260.0,7.05,1823.829787234043
27.0,504.0,4019.0,SUB-DISTRICT,Wardha,Total,107.0,41.0,8.0,84075.0,357476.0,182373.0,175103.0,774.67,461.4558457149496
27.0,504.0,4019.0,SUB-DISTRICT,Wardha,Rural,107.0,41.0,0.0,34801.0,144874.0,74564.0,70310.0,716.34,202.2419521456292
27.0,504.0,4019.0,SUB-DISTRICT,Wardha,Urban,0.0,0.0,8.0,49274.0,212602.0,107809.0,104793.0,58.33,3644.813989370821
27.0,504.0,4020.0,SUB-DISTRICT,Deoli,Total,104.0,46.0,2.0,38525.0,159877.0,82286.0,77591.0,680.91,234.79901895992128
27.0,504.0,4020.0,SUB-DISTRICT,Deoli,Rural,104.0,46.0,0.0,26343.0,106664.0,54717.0,51947.0,676.83,157.59348728632006
27.0,504.0,4020.0,SUB-DISTRICT,Deoli,Urban,0.0,0.0,2.0,12182.0,53213.0,27569.0,25644.0,4.08,13042.401960784313
27.0,504.0,4021.0,SUB-DISTRICT,Hinganghat,Total,138.0,49.0,1.0,53349.0,224017.0,115835.0,108182.0,910.83,245.9482010913123
27.0,504.0,4021.0,SUB-DISTRICT,Hinganghat,Rural,138.0,49.0,0.0,29940.0,122212.0,63258.0,58954.0,898.06,136.08444870053228
27.0,504.0,4021.0,SUB-DISTRICT,Hinganghat,Urban,0.0,0.0,1.0,23409.0,101805.0,52577.0,49228.0,12.77,7972.200469851214
27.0,504.0,4022.0,SUB-DISTRICT,Samudrapur,Total,166.0,56.0,0.0,28353.0,117038.0,60588.0,56450.0,966.4,121.10720198675496
27.0,504.0,4022.0,SUB-DISTRICT,Samudrapur,Rural,166.0,56.0,0.0,28353.0,117038.0,60588.0,56450.0,966.4,121.10720198675496
27.0,504.0,4022.0,SUB-DISTRICT,Samudrapur,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,505.0,0.0,DISTRICT,Nagpur,Total,1617.0,242.0,41.0,1041544.0,4653570.0,2384975.0,2268595.0,9892.0,470.4377274565305
27.0,505.0,0.0,DISTRICT,Nagpur,Rural,1617.0,242.0,0.0,339997.0,1474811.0,758357.0,716454.0,9409.05,156.7438795627614
27.0,505.0,0.0,DISTRICT,Nagpur,Urban,0.0,0.0,41.0,701547.0,3178759.0,1626618.0,1552141.0,482.95,6581.962936121752
27.0,505.0,4023.0,SUB-DISTRICT,Narkhed,Total,128.0,26.0,2.0,34398.0,147907.0,75993.0,71914.0,702.96,210.40599749630132
27.0,505.0,4023.0,SUB-DISTRICT,Narkhed,Rural,128.0,26.0,0.0,27638.0,118003.0,60742.0,57261.0,692.35,170.43836210009388
27.0,505.0,4023.0,SUB-DISTRICT,Narkhed,Urban,0.0,0.0,2.0,6760.0,29904.0,15251.0,14653.0,10.61,2818.4731385485397
27.0,505.0,4024.0,SUB-DISTRICT,Katol,Total,163.0,23.0,1.0,37710.0,163808.0,83917.0,79891.0,903.97,181.2095534143832
27.0,505.0,4024.0,SUB-DISTRICT,Katol,Rural,163.0,23.0,0.0,27844.0,120541.0,61853.0,58688.0,884.23,136.32312859776303
27.0,505.0,4024.0,SUB-DISTRICT,Katol,Urban,0.0,0.0,1.0,9866.0,43267.0,22064.0,21203.0,19.74,2191.843971631206
27.0,505.0,4025.0,SUB-DISTRICT,Kalameshwar,Total,97.0,8.0,3.0,28573.0,122363.0,62878.0,59485.0,508.16,240.79620591939545
27.0,505.0,4025.0,SUB-DISTRICT,Kalameshwar,Rural,97.0,8.0,0.0,19950.0,85457.0,43904.0,41553.0,485.11,176.1600461750943
27.0,505.0,4025.0,SUB-DISTRICT,Kalameshwar,Urban,0.0,0.0,3.0,8623.0,36906.0,18974.0,17932.0,23.05,1601.1279826464208
27.0,505.0,4026.0,SUB-DISTRICT,Savner,Total,123.0,6.0,7.0,51327.0,229450.0,118645.0,110805.0,645.61,355.4003190780812
27.0,505.0,4026.0,SUB-DISTRICT,Savner,Rural,123.0,6.0,0.0,29275.0,127436.0,65923.0,61513.0,618.53,206.030426980098
27.0,505.0,4026.0,SUB-DISTRICT,Savner,Urban,0.0,0.0,7.0,22052.0,102014.0,52722.0,49292.0,27.08,3767.134416543575
27.0,505.0,4027.0,SUB-DISTRICT,Parseoni,Total,107.0,7.0,3.0,30605.0,143019.0,73170.0,69849.0,804.84,177.6986730281795
27.0,505.0,4027.0,SUB-DISTRICT,Parseoni,Rural,107.0,7.0,0.0,21214.0,95709.0,48895.0,46814.0,779.77,122.74003872936892
27.0,505.0,4027.0,SUB-DISTRICT,Parseoni,Urban,0.0,0.0,3.0,9391.0,47310.0,24275.0,23035.0,25.07,1887.116074990028
27.0,505.0,4028.0,SUB-DISTRICT,Ramtek,Total,145.0,11.0,2.0,35249.0,158643.0,80638.0,78005.0,1168.25,135.79542050074895
27.0,505.0,4028.0,SUB-DISTRICT,Ramtek,Rural,145.0,11.0,0.0,29168.0,131234.0,66801.0,64433.0,1157.54,113.37318796758645
27.0,505.0,4028.0,SUB-DISTRICT,Ramtek,Urban,0.0,0.0,2.0,6081.0,27409.0,13837.0,13572.0,10.71,2559.1970121381883
27.0,505.0,4029.0,SUB-DISTRICT,Mauda,Total,118.0,5.0,1.0,31730.0,139776.0,72219.0,67557.0,619.42,225.65625908107583
27.0,505.0,4029.0,SUB-DISTRICT,Mauda,Rural,118.0,5.0,0.0,28254.0,125170.0,64655.0,60515.0,606.36,206.4285243089913
27.0,505.0,4029.0,SUB-DISTRICT,Mauda,Urban,0.0,0.0,1.0,3476.0,14606.0,7564.0,7042.0,13.06,1118.3767228177642
27.0,505.0,4030.0,SUB-DISTRICT,Kamptee,Total,73.0,1.0,5.0,50307.0,238870.0,123798.0,115072.0,402.88,592.9060762509929
27.0,505.0,4030.0,SUB-DISTRICT,Kamptee,Rural,73.0,1.0,0.0,21760.0,96091.0,49877.0,46214.0,365.74,262.7303548969213
27.0,505.0,4030.0,SUB-DISTRICT,Kamptee,Urban,0.0,0.0,5.0,28547.0,142779.0,73921.0,68858.0,37.14,3844.345718901454
27.0,505.0,4031.0,SUB-DISTRICT,Nagpur (Rural),Total,138.0,15.0,8.0,70781.0,302195.0,156483.0,145712.0,659.594494040872,458.1527025015985
27.0,505.0,4031.0,SUB-DISTRICT,Nagpur (Rural),Rural,138.0,15.0,0.0,34266.0,148418.0,76606.0,71812.0,610.4044940408719,243.14696475688484
27.0,505.0,4031.0,SUB-DISTRICT,Nagpur (Rural),Urban,0.0,0.0,8.0,36515.0,153777.0,79877.0,73900.0,49.19,3126.184183777191
27.0,505.0,4032.0,SUB-DISTRICT,Nagpur (Urban),Total,0.0,0.0,1.0,527634.0,2405665.0,1225405.0,1180260.0,217.56,11057.47839676411
27.0,505.0,4032.0,SUB-DISTRICT,Nagpur (Urban),Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,505.0,4032.0,SUB-DISTRICT,Nagpur (Urban),Urban,0.0,0.0,1.0,527634.0,2405665.0,1225405.0,1180260.0,217.56,11057.47839676411
27.0,505.0,4033.0,SUB-DISTRICT,Hingna,Total,126.0,24.0,7.0,58928.0,242198.0,128693.0,113505.0,779.48,310.71740134448606
27.0,505.0,4033.0,SUB-DISTRICT,Hingna,Rural,126.0,24.0,0.0,28603.0,121047.0,63421.0,57626.0,737.44,164.14487958342372
27.0,505.0,4033.0,SUB-DISTRICT,Hingna,Urban,0.0,0.0,7.0,30325.0,121151.0,65272.0,55879.0,42.04,2881.803044719315
27.0,505.0,4034.0,SUB-DISTRICT,Umred,Total,139.0,53.0,1.0,35521.0,154180.0,79054.0,75126.0,989.21,155.86174826376603
27.0,505.0,4034.0,SUB-DISTRICT,Umred,Rural,139.0,53.0,0.0,23244.0,100209.0,51598.0,48611.0,981.51,102.09676926368554
27.0,505.0,4034.0,SUB-DISTRICT,Umred,Urban,0.0,0.0,1.0,12277.0,53971.0,27456.0,26515.0,7.7,7009.220779220779
27.0,505.0,4035.0,SUB-DISTRICT,Kuhi,Total,151.0,35.0,0.0,28791.0,123977.0,63104.0,60873.0,815.72,151.98474966900406
27.0,505.0,4035.0,SUB-DISTRICT,Kuhi,Rural,151.0,35.0,0.0,28791.0,123977.0,63104.0,60873.0,815.72,151.98474966900406
27.0,505.0,4035.0,SUB-DISTRICT,Kuhi,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,505.0,4036.0,SUB-DISTRICT,Bhiwapur,Total,109.0,28.0,0.0,19990.0,81519.0,40978.0,40541.0,674.35,120.88529695262103
27.0,505.0,4036.0,SUB-DISTRICT,Bhiwapur,Rural,109.0,28.0,0.0,19990.0,81519.0,40978.0,40541.0,674.35,120.88529695262103
27.0,505.0,4036.0,SUB-DISTRICT,Bhiwapur,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,506.0,0.0,DISTRICT,Bhandara,Total,771.0,93.0,12.0,278076.0,1200334.0,605520.0,594814.0,4087.0,293.6956202593589
27.0,506.0,0.0,DISTRICT,Bhandara,Rural,771.0,93.0,0.0,224933.0,966503.0,487484.0,479019.0,4014.66,240.74342534610653
27.0,506.0,0.0,DISTRICT,Bhandara,Urban,0.0,0.0,12.0,53143.0,233831.0,118036.0,115795.0,72.34,3232.3887199336464
27.0,506.0,4037.0,SUB-DISTRICT,Tumsar,Total,135.0,13.0,2.0,49962.0,226108.0,113521.0,112587.0,837.57,269.95713791086115
27.0,506.0,4037.0,SUB-DISTRICT,Tumsar,Rural,135.0,13.0,0.0,38901.0,176887.0,88806.0,88081.0,823.47,214.806853923033
27.0,506.0,4037.0,SUB-DISTRICT,Tumsar,Urban,0.0,0.0,2.0,11061.0,49221.0,24715.0,24506.0,14.1,3490.851063829787
27.0,506.0,4038.0,SUB-DISTRICT,Mohadi,Total,101.0,6.0,1.0,34082.0,150611.0,76156.0,74455.0,488.61,308.2437936186324
27.0,506.0,4038.0,SUB-DISTRICT,Mohadi,Rural,101.0,6.0,0.0,31017.0,137553.0,69527.0,68026.0,484.25,284.0536912751678
27.0,506.0,4038.0,SUB-DISTRICT,Mohadi,Urban,0.0,0.0,1.0,3065.0,13058.0,6629.0,6429.0,4.36,2994.9541284403667
27.0,506.0,4039.0,SUB-DISTRICT,Bhandara,Total,138.0,28.0,6.0,64274.0,280030.0,141834.0,138196.0,649.16,431.3728510690739
27.0,506.0,4039.0,SUB-DISTRICT,Bhandara,Rural,138.0,28.0,0.0,35701.0,153511.0,77910.0,75601.0,614.53,249.80228792735912
27.0,506.0,4039.0,SUB-DISTRICT,Bhandara,Urban,0.0,0.0,6.0,28573.0,126519.0,63924.0,62595.0,34.63,3653.450765232457
27.0,506.0,4040.0,SUB-DISTRICT,Sakoli,Total,85.0,10.0,1.0,32452.0,136879.0,69352.0,67527.0,633.73,215.98945923342748
27.0,506.0,4040.0,SUB-DISTRICT,Sakoli,Rural,85.0,10.0,0.0,29055.0,122243.0,61960.0,60283.0,625.14,195.54499792046585
27.0,506.0,4040.0,SUB-DISTRICT,Sakoli,Urban,0.0,0.0,1.0,3397.0,14636.0,7392.0,7244.0,8.59,1703.8416763678697
27.0,506.0,4041.0,SUB-DISTRICT,Lakhani,Total,94.0,9.0,1.0,31115.0,128545.0,64785.0,63760.0,391.03,328.73436820704296
27.0,506.0,4041.0,SUB-DISTRICT,Lakhani,Rural,94.0,9.0,0.0,29281.0,120969.0,60923.0,60046.0,388.9,311.05425559269736
27.0,506.0,4041.0,SUB-DISTRICT,Lakhani,Urban,0.0,0.0,1.0,1834.0,7576.0,3862.0,3714.0,2.13,3556.807511737089
27.0,506.0,4042.0,SUB-DISTRICT,Pauni,Total,135.0,21.0,1.0,36875.0,154588.0,77848.0,76740.0,662.15,233.4637166805105
27.0,506.0,4042.0,SUB-DISTRICT,Pauni,Rural,135.0,21.0,0.0,31662.0,131767.0,66334.0,65433.0,653.62,201.5957284048836
27.0,506.0,4042.0,SUB-DISTRICT,Pauni,Urban,0.0,0.0,1.0,5213.0,22821.0,11514.0,11307.0,8.53,2675.381008206331
27.0,506.0,4043.0,SUB-DISTRICT,Lakhandur,Total,83.0,6.0,0.0,29316.0,123573.0,62024.0,61549.0,424.75,290.9311359623308
27.0,506.0,4043.0,SUB-DISTRICT,Lakhandur,Rural,83.0,6.0,0.0,29316.0,123573.0,62024.0,61549.0,424.75,290.9311359623308
27.0,506.0,4043.0,SUB-DISTRICT,Lakhandur,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,507.0,0.0,DISTRICT,Gondiya,Total,883.0,59.0,10.0,292369.0,1322507.0,661554.0,660953.0,5234.0,252.67615590370653
27.0,507.0,0.0,DISTRICT,Gondiya,Rural,883.0,59.0,0.0,243840.0,1096577.0,547934.0,548643.0,5139.84,213.34846999128376
27.0,507.0,0.0,DISTRICT,Gondiya,Urban,0.0,0.0,10.0,48529.0,225930.0,113620.0,112310.0,94.16,2399.426508071368
27.0,507.0,4044.0,SUB-DISTRICT,Tirora,Total,114.0,9.0,1.0,39286.0,176254.0,88955.0,87299.0,622.87,282.97076436495576
27.0,507.0,4044.0,SUB-DISTRICT,Tirora,Rural,114.0,9.0,0.0,33865.0,151073.0,76216.0,74857.0,607.24,248.78631183716487
27.0,507.0,4044.0,SUB-DISTRICT,Tirora,Urban,0.0,0.0,1.0,5421.0,25181.0,12739.0,12442.0,15.63,1611.06845809341
27.0,507.0,4045.0,SUB-DISTRICT,Goregaon,Total,94.0,5.0,0.0,28046.0,124890.0,62022.0,62868.0,484.42,257.8134676520375
27.0,507.0,4045.0,SUB-DISTRICT,Goregaon,Rural,94.0,5.0,0.0,28046.0,124890.0,62022.0,62868.0,484.42,257.8134676520375
27.0,507.0,4045.0,SUB-DISTRICT,Goregaon,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,507.0,4046.0,SUB-DISTRICT,Gondiya,Total,146.0,1.0,5.0,90264.0,421650.0,210519.0,211131.0,662.65,636.3087602806912
27.0,507.0,4046.0,SUB-DISTRICT,Gondiya,Rural,146.0,1.0,0.0,55373.0,258574.0,128568.0,130006.0,612.19,422.3754063281007
27.0,507.0,4046.0,SUB-DISTRICT,Gondiya,Urban,0.0,0.0,5.0,34891.0,163076.0,81951.0,81125.0,50.46,3231.7875544986127
27.0,507.0,4047.0,SUB-DISTRICT,Amgaon,Total,81.0,0.0,2.0,28404.0,130657.0,65102.0,65555.0,333.32,391.9866794671787
27.0,507.0,4047.0,SUB-DISTRICT,Amgaon,Rural,81.0,0.0,0.0,24599.0,112760.0,56169.0,56591.0,322.89,349.2210969680077
27.0,507.0,4047.0,SUB-DISTRICT,Amgaon,Urban,0.0,0.0,2.0,3805.0,17897.0,8933.0,8964.0,10.43,1715.9156279961649
27.0,507.0,4048.0,SUB-DISTRICT,Salekasa,Total,85.0,6.0,1.0,20026.0,90679.0,45201.0,45478.0,450.88,201.1155961674947
27.0,507.0,4048.0,SUB-DISTRICT,Salekasa,Rural,85.0,6.0,0.0,18882.0,85482.0,42598.0,42884.0,447.26,191.12373116308189
27.0,507.0,4048.0,SUB-DISTRICT,Salekasa,Urban,0.0,0.0,1.0,1144.0,5197.0,2603.0,2594.0,3.62,1435.635359116022
27.0,507.0,4049.0,SUB-DISTRICT,Sadak-Arjuni,Total,101.0,7.0,0.0,26543.0,115594.0,58201.0,57393.0,651.42,177.44926468330723
27.0,507.0,4049.0,SUB-DISTRICT,Sadak-Arjuni,Rural,101.0,7.0,0.0,26543.0,115594.0,58201.0,57393.0,651.42,177.44926468330723
27.0,507.0,4049.0,SUB-DISTRICT,Sadak-Arjuni,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,507.0,4050.0,SUB-DISTRICT,Arjuni Morgaon,Total,138.0,21.0,0.0,34856.0,148265.0,74703.0,73562.0,988.21,150.0338996771941
27.0,507.0,4050.0,SUB-DISTRICT,Arjuni Morgaon,Rural,138.0,21.0,0.0,34856.0,148265.0,74703.0,73562.0,988.21,150.0338996771941
27.0,507.0,4050.0,SUB-DISTRICT,Arjuni Morgaon,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,507.0,4051.0,SUB-DISTRICT,Deori,Total,124.0,10.0,1.0,24944.0,114518.0,56851.0,57667.0,1040.23,110.08911490728012
27.0,507.0,4051.0,SUB-DISTRICT,Deori,Rural,124.0,10.0,0.0,21676.0,99939.0,49457.0,50482.0,1026.21,97.3864998392142
27.0,507.0,4051.0,SUB-DISTRICT,Deori,Urban,0.0,0.0,1.0,3268.0,14579.0,7394.0,7185.0,14.02,1039.8716119828816
27.0,508.0,0.0,DISTRICT,Gadchiroli,Total,1509.0,166.0,6.0,250435.0,1072942.0,541328.0,531614.0,14412.0,74.44782126006106
27.0,508.0,0.0,DISTRICT,Gadchiroli,Rural,1509.0,166.0,0.0,222413.0,954909.0,481290.0,473619.0,14336.76,66.60563474592585
27.0,508.0,0.0,DISTRICT,Gadchiroli,Urban,0.0,0.0,6.0,28022.0,118033.0,60038.0,57995.0,75.24,1568.7533227006911
27.0,508.0,4052.0,SUB-DISTRICT,Desaiganj (Vadasa),Total,30.0,6.0,1.0,20167.0,83607.0,42014.0,41593.0,262.74,318.2119205298013
27.0,508.0,4052.0,SUB-DISTRICT,Desaiganj (Vadasa),Rural,30.0,6.0,0.0,13656.0,54826.0,27626.0,27200.0,236.06,232.2545115648564
27.0,508.0,4052.0,SUB-DISTRICT,Desaiganj (Vadasa),Urban,0.0,0.0,1.0,6511.0,28781.0,14388.0,14393.0,26.68,1078.7481259370315
27.0,508.0,4053.0,SUB-DISTRICT,Armori,Total,91.0,12.0,0.0,23596.0,97097.0,48887.0,48210.0,717.9,135.2514277754562
27.0,508.0,4053.0,SUB-DISTRICT,Armori,Rural,91.0,12.0,0.0,23596.0,97097.0,48887.0,48210.0,717.9,135.2514277754562
27.0,508.0,4053.0,SUB-DISTRICT,Armori,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,508.0,4054.0,SUB-DISTRICT,Kurkheda,Total,119.0,8.0,1.0,20136.0,86073.0,43582.0,42491.0,839.68,102.50690739329268
27.0,508.0,4054.0,SUB-DISTRICT,Kurkheda,Rural,119.0,8.0,0.0,18337.0,78643.0,39784.0,38859.0,834.75,94.2114405510632
27.0,508.0,4054.0,SUB-DISTRICT,Kurkheda,Urban,0.0,0.0,1.0,1799.0,7430.0,3798.0,3632.0,4.93,1507.0993914807302
27.0,508.0,4055.0,SUB-DISTRICT,Korchi,Total,125.0,8.0,0.0,9277.0,42811.0,21087.0,21724.0,680.44,62.91664217271177
27.0,508.0,4055.0,SUB-DISTRICT,Korchi,Rural,125.0,8.0,0.0,9277.0,42811.0,21087.0,21724.0,680.44,62.91664217271177
27.0,508.0,4055.0,SUB-DISTRICT,Korchi,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,508.0,4056.0,SUB-DISTRICT,Dhanora,Total,219.0,9.0,0.0,18348.0,82698.0,41529.0,41169.0,1736.92,47.61186468000829
27.0,508.0,4056.0,SUB-DISTRICT,Dhanora,Rural,219.0,9.0,0.0,18348.0,82698.0,41529.0,41169.0,1736.92,47.61186468000829
27.0,508.0,4056.0,SUB-DISTRICT,Dhanora,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,508.0,4057.0,SUB-DISTRICT,Gadchiroli,Total,106.0,16.0,1.0,36386.0,145963.0,74274.0,71689.0,897.15,162.69631611213288
27.0,508.0,4057.0,SUB-DISTRICT,Gadchiroli,Rural,106.0,16.0,0.0,23275.0,91811.0,46705.0,45106.0,867.86,105.79010439471804
27.0,508.0,4057.0,SUB-DISTRICT,Gadchiroli,Urban,0.0,0.0,1.0,13111.0,54152.0,27569.0,26583.0,29.29,1848.8221235916697
27.0,508.0,4058.0,SUB-DISTRICT,Chamorshi,Total,185.0,18.0,1.0,43931.0,179120.0,90759.0,88361.0,1314.18,136.2979196152734
27.0,508.0,4058.0,SUB-DISTRICT,Chamorshi,Rural,185.0,18.0,0.0,42527.0,173486.0,87873.0,85613.0,1312.08,132.2221206024023
27.0,508.0,4058.0,SUB-DISTRICT,Chamorshi,Urban,0.0,0.0,1.0,1404.0,5634.0,2886.0,2748.0,2.1,2682.8571428571427
27.0,508.0,4059.0,SUB-DISTRICT,Mulchera,Total,67.0,1.0,0.0,10072.0,45787.0,23438.0,22349.0,735.81,62.2266617740993
27.0,508.0,4059.0,SUB-DISTRICT,Mulchera,Rural,67.0,1.0,0.0,10072.0,45787.0,23438.0,22349.0,735.81,62.2266617740993
27.0,508.0,4059.0,SUB-DISTRICT,Mulchera,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,508.0,4060.0,SUB-DISTRICT,Etapalli,Total,186.0,11.0,0.0,15692.0,81713.0,40959.0,40754.0,2267.3,36.03978300180832
27.0,508.0,4060.0,SUB-DISTRICT,Etapalli,Rural,186.0,11.0,0.0,15692.0,81713.0,40959.0,40754.0,2267.3,36.03978300180832
27.0,508.0,4060.0,SUB-DISTRICT,Etapalli,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,508.0,4061.0,SUB-DISTRICT,Bhamragad,Total,110.0,18.0,0.0,7393.0,36325.0,18319.0,18006.0,1420.58,25.570541609765023
27.0,508.0,4061.0,SUB-DISTRICT,Bhamragad,Rural,110.0,18.0,0.0,7393.0,36325.0,18319.0,18006.0,1420.58,25.570541609765023
27.0,508.0,4061.0,SUB-DISTRICT,Bhamragad,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,508.0,4062.0,SUB-DISTRICT,Aheri,Total,157.0,26.0,1.0,26446.0,116992.0,58916.0,58076.0,2282.7,51.25158803171683
27.0,508.0,4062.0,SUB-DISTRICT,Aheri,Rural,157.0,26.0,0.0,23063.0,102383.0,51317.0,51066.0,2273.17,45.03974625742905
27.0,508.0,4062.0,SUB-DISTRICT,Aheri,Urban,0.0,0.0,1.0,3383.0,14609.0,7599.0,7010.0,9.53,1532.948583420777
27.0,508.0,4063.0,SUB-DISTRICT,Sironcha,Total,114.0,33.0,1.0,18991.0,74756.0,37564.0,37192.0,1256.6,59.49068916122872
27.0,508.0,4063.0,SUB-DISTRICT,Sironcha,Rural,114.0,33.0,0.0,17177.0,67329.0,33766.0,33563.0,1253.89,53.69609774382123
